COW_code,COW_name,start_year,end_year,link_type,sovereign_COW_code,sovereign_COW_name
8223,Kelantan,1946,1993,Became part of,820,Malaysia
8224,Perlis,1946,1993,Became part of,820,Malaysia
8225,Trengganu,1946,1993,Became part of,820,Malaysia
8271,Malacca,1946,1993,Became part of,820,Malaysia
8272,Penang,1946,1993,Became part of,820,Malaysia
6301,Mahabad,1946,1993,Became part of,630,Iran
6302,Iranian Azerbaijan,1946,1993,Became part of,630,Iran
1201,Inini,1946,1993,Became part of,120,French Guyana
7110,Kwanchowan,1946,1993,Became part of,710,China
275H,Hesse,1946,1989,Became part of,260,German Federal Republic
830,Singapore,1946,1963,Became colony of,200,United Kingdom
9001,Christmas I.,1946,1958,Became part of,830,Singapore
820,Malaysia (Malaya),1946,1957,Became colony of,200,United Kingdom
9002,Cocos (Keeling) Is.,1946,1955,Became part of,830,Singapore
620,Libya (Tripolitania Cyrenaica Fezzan),1946,1952,Mandated to,200,United Kingdom
810,French Indochina,1946,1949,Became colony of,220,France
276,Lubeck,1946,,Became part of,2247; 2248,Schleswig Holstein 
273,Hesse Electoral,1946,,Became part of,275H,Hesse
275,Hesse Grand Ducal,1946,,Became part of,275H,Hesse
720,Hong Kong,1945,1996,Became colony of,200,United Kingdom
1052,U.S. Leased Bases in Trinidad,1945,1993,Became part of,52,Trinidad and Tobago
1056,Gros Islet Bay,1945,1993,Became part of,56,St. Lucia
291,Danzig,1945,1993,Became part of,290,Poland
1018,U.S. Leased Bases in Newfoundland,1945,1993,Became part of,21,Newfoundland
1051,U.S. Leased Bases in Jamaica,1945,1993,Became part of,51,Jamaica
3381,Elba,1945,1993,Became part of,325,Italy
7501,Andaman and Nicobar Is.,1945,1993,Became part of,750,India
7502,Nicobar Is.,1945,1993,Became part of,750,India
1112,U.S. Leased Bases in Br. Guiana,1945,1993,Became part of,110,Guyana (Br. Guiana)
711,Manchukuo,1945,1993,Became part of,710,China
7111,Manchuria,1945,1993,Became part of,710,China
7114,Xinjiang (Sinkiang),1945,1993,Became part of,710,China
7115,Provisional Government of the Republic of China,1945,1993,Became part of,710,China
7116,Reformed Government of China,1945,1993,Became part of,710,China
7121,Inner Mongolia,1945,1993,Became part of,710,China
1030,U.S. Leased Bases in Bermuda,1945,1993,Became part of,30,Bermuda
1031,Mayaguana,1945,1993,Became part of,31,Bahamas
1059,U.S. Leased Bases in Antigua,1945,1993,Became part of,58,Antigua & Barbuda
316,Czech Republic,1945,1992,Became part of,315,Czechoslovakia
317,Slovakia,1945,1992,Became part of,315,Czechoslovakia
344,Croatia,1945,1991,Became part of,345,Yugoslavia
3316,Carpatho-Ukraine,1945,1991,Became part of,365,Russia
2601,West Berlin,1945,1990,Occupied by,2,United States of America
835,Brunei,1945,1983,Became protectorate of,200,United Kingdom
860,Portuguese Timor,1945,1975,Became colony of,235,Portugal
7131,Diaoyu (Senkaku) Is.,1945,1972,Occupied by,2,United States of America
7411,Bonin Is.,1945,1968,Occupied by,2,United States of America
7412,Volcano Is.,1945,1968,Occupied by,2,United States of America
7413,Marcus I.,1945,1968,Occupied by,2,United States of America
7414,Parece Vela I.,1945,1968,Occupied by,2,United States of America
970,Nauru,1945,1968,mandated to,900,Australia
823,Sabah (North Borneo),1945,1963,Became colony of,200,United Kingdom
824,Sarawak,1945,1963,Became colony of,200,United Kingdom
601,Tangier,1945,1956,mandated to,1,#N/D
305,Austria,1945,1955,Occupied by,365,Russia
7330,Korean Demilitarized Zone,1945,1953,Became part of,731,North Korea
740,Japan,1945,1952,Occupied by,2,United States of America
531,Eritrea,1945,1952,Became protectorate of,1,#N/D
741,Ryukyu Is.,1945,1951,Occupied by,2,United States of America
7104,Kwangtung Territory (Leased),1945,1950,Leased to,365,Russia
260,German Federal Republic,1945,1949,Occupied by,2; 200; 220,United States of America; United Kingdom; France
310,Hungary,1945,1949,Occupied by,365,Russia
265,German Democratic Republic ,1945,1949,Occupied by,365,Russia
851,West Irian (Dutch New Guinea),1945,1949,Became part of,850,Indonesia
811,Kampuchea (Cambodia),1945,1949,Became part of,810,French Indochina
812,Laos,1945,1949,Became part of,810,French Indochina
713,Republic of China (Taiwan) (Formosa),1945,1949,Became part of,710,China
732,Korea Republic of,1945,1948,Occupied by,2,United States of America
730,Korea (Chosen),1945,1948,Occupied by,365,Russia
731,Korea Democratic People's Republic of,1945,1948,Occupied by,365,Russia
775,Burma (Myanmar),1945,1948,Became colony of,200,United Kingdom
983,Marshall Is.,1945,1947,Occupied by,2,United States of America
3326,Venezia-Giulia,1945,1947,Occupied by,2,United States of America
9810,Caroline Is.,1945,1947,Occupied by,2,United States of America
9820,Mariana Is.,1945,1947,Occupied by,2,United States of America
256,Saar,1945,1947,Occupied by,220,France
8201,Perak,1945,1946,Occupied by,200,United Kingdom
3901,Bornholm I.,1945,1946,Occupied by,365,Russia
6302,Iranian Azerbaijan,1945,1946,Occupied by,365,Russia
810,French Indochina,1945,1946,Occupied by,220,France
7110,Kwanchowan,1945,1946,Leased to,220,France
9001,Christmas I.,1945,1946,Became part of,827,Straits Settlements
840,Philippines,1945,1946,Became colony of,2,United States of America
821,Federated Malay States,1945,1946,Became colony of,200,United Kingdom
827,Straits Settlements,1945,1946,Became colony of,200,United Kingdom
8202,Selangore,1945,1946,Became colony of,200,United Kingdom
8203,Pahang,1945,1946,Became colony of,200,United Kingdom
8210,Negri Sembilan,1945,1946,Became colony of,200,United Kingdom
8221,Johore,1945,1946,Became colony of,200,United Kingdom
8222,Kedah,1945,1946,Became colony of,200,United Kingdom
8223,Kelantan,1945,1946,Became colony of,200,United Kingdom
8224,Perlis,1945,1946,Became colony of,200,United Kingdom
8225,Trengganu,1945,1946,Became colony of,200,United Kingdom
816,Vietnam Democratic Rep.,1945,1946,Occupied by,710,China
315,Czechoslovakia,1945,1945,Occupied by,365,Russia
7360,Tuvinian People's Republic,1944,1993,Became part of,365,Russia
3349,Ionian Is.,1944,1993,Became part of,350,Greece
3377,Hango,1944,1993,Became part of,375,Finland
985,Guam,1944,1993,Became colony of,2,United States of America
9720,Wake I.,1944,1993,Became colony of,2,United States of America
3363,Memel,1944,1991,Became part of,365,Russia
3378,Porkkala,1944,1956,Claimed by,365,Russia
290,Poland,1944,1949,Occupied by,365,Russia
360,Rumania,1944,1949,Occupied by,365,Russia
980,U. S. Pacific Trust Territories,1944,1947,Occupied by,2,United States of America
355,Bulgaria,1944,1947,Occupied by,365,Russia
9610,Clipperton I.,1944,1945,Occupied by,2,United States of America
310,Hungary,1944,1945,Occupied by,255,Germany
3381,Elba,1944,1945,Occupied by,220,France
1003,Attu and Kiska,1943,1993,Became part of,3,Alaska
366,Estonia,1943,1991,Became part of,365,Russia
367,Latvia,1943,1991,Became part of,365,Russia
368,Lithuania,1943,1991,Became part of,365,Russia
369,Ukraine,1943,1991,Became part of,365,Russia
370,Byelorussia (Belarus),1943,1991,Became part of,365,Russia
326,Trieste,1943,1947,Occupied by,2,United States of America
3353,Dodecanese Is. (Aegean Is.),1943,1947,Occupied by,200,United Kingdom
325,Italy/Sardinia,1943,1946,Occupied by,2,United States of America
7110,Kwanchowan,1943,1945,Occupied by,740,Japan
325,Italy/Sardinia,1943,1945,Occupied by,255,Germany
221,Monaco,1943,1944,Occupied by,255,Germany
3349,Ionian Is.,1943,1944,Occupied by,255,Germany
9985,Argentine Antarctica,1942,1993,Claimed by,160,Argentina
5307,Jijega Reserve Areas and Haud,1942,1954,Occupied by,200,United Kingdom
620,Libya (Tripolitania Cyrenaica Fezzan),1942,1946,Occupied by,200,United Kingdom
9002,Cocos (Keeling) Is.,1942,1946,Became part of,780,Sri Lanka
720,Hong Kong,1942,1945,Occupied by,740,Japan
775,Burma (Myanmar),1942,1945,Occupied by,740,Japan
821,Federated Malay States,1942,1945,Occupied by,740,Japan
823,Sabah (North Borneo),1942,1945,Occupied by,740,Japan
827,Straits Settlements,1942,1945,Occupied by,740,Japan
840,Philippines,1942,1945,Occupied by,740,Japan
850,Indonesia (Dutch East Indies),1942,1945,Occupied by,740,Japan
851,West Irian (Dutch New Guinea),1942,1945,Occupied by,740,Japan
860,Portuguese Timor,1942,1945,Occupied by,740,Japan
970,Nauru,1942,1945,Occupied by,740,Japan
7501,Andaman and Nicobar Is.,1942,1945,Occupied by,740,Japan
7502,Nicobar Is.,1942,1945,Occupied by,740,Japan
8201,Perak,1942,1945,Occupied by,740,Japan
8202,Selangore,1942,1945,Occupied by,740,Japan
8203,Pahang,1942,1945,Occupied by,740,Japan
8210,Negri Sembilan,1942,1945,Occupied by,740,Japan
8221,Johore,1942,1945,Occupied by,740,Japan
8222,Kedah,1942,1945,Occupied by,740,Japan
8223,Kelantan,1942,1945,Occupied by,740,Japan
8224,Perlis,1942,1945,Occupied by,740,Japan
8225,Trengganu,1942,1945,Occupied by,740,Japan
9001,Christmas I.,1942,1945,Occupied by,740,Japan
1052,U.S. Leased Bases in Trinidad,1942,1945,Leased to,2,United States of America
220,France,1942,1944,Occupied by,255,Germany
1003,Attu and Kiska,1942,1943,Occupied by,740,Japan
5201,Italian East Africa,1941,1960,Became part of,5200,Italian Somaliland
521,British Somaliland (Somaliland Republic),1941,1960,Became colony of,200,United Kingdom
5200,Italian Somaliland,1941,1950,Occupied by,200,United Kingdom
3387,Jan Mayan Is.,1941,1946,Occupied by,2,United States of America
10,Greenland,1941,1945,Occupied by,2,United States of America
531,Eritrea,1941,1945,Occupied by,200,United Kingdom
630,Iran (Persia),1941,1945,Occupied by,200,United Kingdom
800,Thailand (Siam),1941,1945,Occupied by,740,Japan
810,French Indochina,1941,1945,Occupied by,740,Japan
824,Sarawak,1941,1945,Occupied by,740,Japan
835,Brunei,1941,1945,Occupied by,740,Japan
344,Croatia,1941,1945,Occupied by,325,Italy
1059,U.S. Leased Bases in Antigua,1941,1945,Leased to,2,United States of America
395,Iceland,1941,1944,Occupied by,2,United States of America
985,Guam,1941,1944,Occupied by,740,Japan
9720,Wake I.,1941,1944,Occupied by,740,Japan
345,Yugoslavia/Serbia,1941,1944,Occupied by,255,Germany
350,Greece,1941,1944,Occupied by,255,Germany
350,Greece,1941,1943,Occupied by,325,Italy
3349,Ionian Is.,1941,1943,Occupied by,325,Italy
365,Union of Soviet Socialist Republics / Russia,1941,1943,Occupied by,255,Germany
366,Estonia,1941,1943,Occupied by,255,Germany
367,Latvia,1941,1943,Occupied by,255,Germany
368,Lithuania,1941,1943,Occupied by,255,Germany
369,Ukraine,1941,1943,Occupied by,255,Germany
370,Byelorussia (Belarus),1941,1943,Occupied by,255,Germany
9986,Chilean Antarctica,1940,1993,Claimed by,155,Chile
1063,Leeward Is.,1940,1993,Became part of,54,Dominica
7113,Chinghai (Tsinghai),1940,1993,Became part of,710,China
359,Moldova (Bessarabia) (Moldavian Republic),1940,1991,Became part of,365,Russia
3661,USSR Bases in Estonia,1940,1991,Became part of,365,Russia
3671,USSR Bases in Latvia,1940,1991,Became part of,365,Russia
3681,USSR Bases in Lithuania,1940,1991,Became part of,365,Russia
54,Dominica,1940,1958,Became part of,1055,Windward Is.
11,Faeroe Is.,1940,1945,Occupied by,200,United Kingdom
601,Tangier,1940,1945,Occupied by,230,Spain
7100,Spratley Is.,1940,1945,Occupied by,740,Japan
210,Netherlands,1940,1945,Occupied by,255,Germany
211,Belgium,1940,1945,Occupied by,255,Germany
385,Norway,1940,1945,Occupied by,255,Germany
390,Denmark,1940,1945,Occupied by,255,Germany
1018,U.S. Leased Bases in Newfoundland,1940,1945,Leased to,2,United States of America
1030,U.S. Leased Bases in Bermuda,1940,1945,Leased to,2,United States of America
1031,Mayaguana,1940,1945,Leased to,2,United States of America
1051,U.S. Leased Bases in Jamaica,1940,1945,Leased to,2,United States of America
1056,Gros Islet Bay,1940,1945,Leased to,2,United States of America
1112,U.S. Leased Bases in Br. Guiana,1940,1945,Leased to,2,United States of America
212,Luxemburg,1940,1944,Occupied by,255,Germany
3377,Hango,1940,1944,Leased to,365,Russia
221,Monaco,1940,1943,Occupied by,325,Italy
395,Iceland,1940,1941,Occupied by,200,United Kingdom
521,British Somaliland (Somaliland Republic),1940,1941,Occupied by,325,Italy
366,Estonia,1940,1941,Became part of,365,Russia
367,Latvia,1940,1941,Became part of,365,Russia
368,Lithuania,1940,1941,Became part of,365,Russia
9992,Queen Maud Land,1939,1993,Claimed by,385,Norway
6403,Hatay (Alexandretta),1939,1992,Became part of,640,Turkey
3691,Western Ukraine,1939,1991,Became part of,365,Russia
9461,Canton and Enderbury Is.,1939,1979,Became Possession of,200,United Kingdom
290,Poland,1939,1945,Occupied by,255,Germany
315,Czechoslovakia,1939,1945,Occupied by,255,Germany
9987,Neu Schwabenland,1939,1945,Claimed by,255,Germany
3316,Carpatho-Ukraine,1939,1945,Became part of,310,Hungary
291,Danzig,1939,1945,Became part of,255,Germany
339,Albania,1939,1944,Occupied by,255,Germany
3363,Memel,1939,1944,Occupied by,255,Germany
339,Albania,1939,1943,Occupied by,325,Italy
290,Poland,1939,1941,Occupied by,365,Russia
3661,USSR Bases in Estonia,1939,1940,Occupied by,365,Russia
3671,USSR Bases in Latvia,1939,1940,Occupied by,365,Russia
3681,USSR Bases in Lithuania,1939,1940,Occupied by,365,Russia
4060,Tristan da Cunha,1938,1993,Became part of,4050,St. Helena
2051,UK Bases in Ireland,1938,1993,Became part of,205,Ireland
305,Austria,1938,1945,Became part of,255,Germany
6403,Hatay (Alexandretta),1938,1939,Occupied by,640,Turkey
7112,Szechwan (Sichuan),1937,1993,Became part of,710,China
6821,Lahej,1937,1967,Became protectorate of,6811,West Aden Protectorate
6822,Aqrabi,1937,1967,Became protectorate of,6811,West Aden Protectorate
6823,Dhala,1937,1967,Became protectorate of,6811,West Aden Protectorate
6824,Radfan,1937,1967,Became protectorate of,6811,West Aden Protectorate
6825,Alawi,1937,1967,Became protectorate of,6811,West Aden Protectorate
6826,Haushabi,1937,1967,Became protectorate of,6811,West Aden Protectorate
6827,Maflahi,1937,1967,Became protectorate of,6811,West Aden Protectorate
6828,Shaibi,1937,1967,Became protectorate of,6811,West Aden Protectorate
6829,Upper Yafai,1937,1967,Became protectorate of,6811,West Aden Protectorate
6831,Lower Yafai,1937,1967,Became protectorate of,6811,West Aden Protectorate
6832,Fadhli,1937,1967,Became protectorate of,6811,West Aden Protectorate
6833,Beihan,1937,1967,Became protectorate of,6811,West Aden Protectorate
6834,Audhali,1937,1967,Became protectorate of,6811,West Aden Protectorate
6835,Upper Aulaqi (Sultanate),1937,1967,Became protectorate of,6811,West Aden Protectorate
6836,Upper Aulaqi (Sheikhdom),1937,1967,Became protectorate of,6811,West Aden Protectorate
6837,Lower Aulaqi,1937,1967,Became protectorate of,6811,West Aden Protectorate
6838,Dathina Confederation,1937,1967,Became protectorate of,6811,West Aden Protectorate
6841,Wahidi,1937,1967,Became protectorate of,6812,East Aden Protectorate
6842,Haura,1937,1967,Became protectorate of,6812,East Aden Protectorate
6843,Irqa,1937,1967,Became protectorate of,6812,East Aden Protectorate
6844,Kathiri of Saiun,1937,1967,Became protectorate of,6812,East Aden Protectorate
6845,Quaiti of Shihr and Mukalla,1937,1967,Became protectorate of,6812,East Aden Protectorate
6846,Mahri of Qishn and Socotra,1937,1967,Became protectorate of,6812,East Aden Protectorate
6811,West Aden Protectorate,1937,1963,Became protectorate of,200,United Kingdom
6812,East Aden Protectorate,1937,1963,Became protectorate of,200,United Kingdom
6802,Perim I.,1937,1963,Became part of,681,Aden
681,Aden,1937,1963,Became colony of,200,United Kingdom
710,People's Republic of China (China),1937,1945,Occupied by,740,Japan
7115,Provisional Government of the Republic of China,1937,1945,Occupied by,740,Japan
7116,Reformed Government of China,1937,1945,Occupied by,740,Japan
7121,Inner Mongolia,1937,1945,Occupied by,740,Japan
775,Burma (Myanmar),1937,1942,Became colony of,200,United Kingdom
6514,Suez Canal Zone,1936,1956,Occupied by,200,United Kingdom
530,Ethiopia (Abyssinia),1936,1941,Occupied by,325,Italy
531,Eritrea,1936,1941,Became part of,5201,Italian East Africa
5200,Italian Somaliland,1936,1941,Became part of,5201,Italian East Africa
5201,Italian East Africa,1936,1941,Became colony of,325,Italy
9770,Howland I.,1935,1993,Became Possession of,2,United States of America
9771,Baker I.,1935,1993,Became Possession of,2,United States of America
9772,Jarvis I.,1935,1993,Became Possession of,2,United States of America
256,Saar,1935,1945,Became part of,255,Germany
610,Spanish West Africa,1934,1958,Became colony of,230,Spain
605,Ifni,1934,1952,Became colony of,230,Spain
280M,Mecklenburg,1934,1945,,255,Germany
280,Mecklenburg Schwerin,1934,,Became part of,280M,Mecklenburg
253,Mecklenburg Strelitz,1934,,Became part of,280M,Mecklenburg
9960,Australian Antarctic Territory,1933,1993,Claimed by,900,Australia
1017,Eastern Greenland,1933,1993,Became part of,10,Greenland
21,Newfoundland,1933,1949,Became colony of,200,United Kingdom
7100,Spratley Is.,1933,1939,Occupied by,220,France
9610,Clipperton I.,1932,1993,Became Possession of,220,France
439,Burkina Faso (Upper Volta),1932,1947,Became part of,432,Mali
711,Manchukuo,1932,1945,Occupied by,740,Japan
7111,Manchuria,1932,1945,Became part of,711,Manchukuo
9991,Peter I I.,1931,1993,Became Possession of,385,Norway
9008,Ashmore and Cartier Is,1931,1993,Became Possession of,900,Australia
6201,Sanussid Cyrenaica,1931,1993,Became part of,620,Libya
1114,Berbice,1931,1993,Became part of,110,Guyana (Br. Guiana)
8171,Paracel Is.,1931,1954,Claimed by,220,France
7414,Parece Vela I.,1931,1945,Became part of,740,Japan
1017,Eastern Greenland,1931,1933,Became Possession of,385,Norway
672,Asir,1930,1993,Became part of,670,Saudi Arabia
7105,Weihaiwei,1930,1993,Became part of,710,China
1201,Inini,1930,1946,Became colony of,220,France
2556,Rhineland,1930,1945,Became part of,255,Germany
3387,Jan Mayan Is.,1929,1993,Became Possession of,385,Norway
272,Waldeck,1929,,,255P,Prussia
6202,Cyrenaica,1928,1993,Became part of,620,Libya
6203,Tripolitania,1928,1993,Became part of,620,Libya
1105,San Andres and Providincial Is.,1928,1993,Became part of,100,Colombia
7108,Yangtze Valley,1928,1993,Became part of,710,China
7109,Yunnan,1928,1993,Became part of,710,China
620,Libya (Tripolitania Cyrenaica Fezzan),1928,1942,Became colony of,325,Italy
711,Manchukuo,1928,1932,Became part of,710,China
7111,Manchuria,1928,1932,Became part of,710,China
9993,Bouvet I.,1927,1993,Became Possession of,385,Norway
93,Nicaragua,1927,1933,Occupied by,2,United States of America
671,Hejaz Sultanate,1926,1993,Became part of,670,Saudi Arabia
5202,Oltre Giuba,1926,1992,Became part of,5200,Italian Somaliland
6023,Republic of the Rif,1926,1956,Became part of,602,Spanish Morocco
672,Asir,1926,1930,Became colony of,670,Saudi Arabia
6304,Khuzestan,1925,1993,Became part of,630,Iran
3386,Svalbard Is.,1925,1993,Became colony of,385,Norway
9201,Tokelau Is.,1925,1993,Became colony of,920,New Zealand
2557,Ruhr,1925,1945,Became part of,255,Germany
5202,Oltre Giuba,1925,1926,Became colony of,325,Italy
3343,Fiume,1924,1947,Became part of,325,Italy
9994,Ross Dependency,1923,1993,Claimed by,920,New Zealand
6401,Cilicia,1923,1993,Became part of,640,Turkey
6402,Western Anatolia,1923,1993,Became part of,640,Turkey
6601,South Lebanon Security Zone (Free State fo South Lebanon),1923,1979,Became part of,660,Lebanon
6632,Israel-Jordan Neutral Zone,1923,1949,Became part of,665,Palestine
6661,Al Auja,1923,1949,Became part of,665,Palestine
665,Palestine,1923,1948,mandated to,200,United Kingdom
666,Israel,1923,1948,mandated to,200,United Kingdom
3346,Zadar (Zara),1923,1947,Became part of,325,Italy
663,Jordan (Transjordan),1923,1946,mandated to,200,United Kingdom
652,Syria,1923,1946,mandated to,220,France
660,Lebanon,1923,1946,mandated to,220,France
3353,Dodecanese Is. (Aegean Is.),1923,1943,Became colony of,325,Italy
3351,Corfu,1923,1941,Became part of,350,Greece
601,Tangier,1923,1940,mandated to,0,#N/D
3363,Memel,1923,1939,Became part of,368,Lithuania
6403,Hatay (Alexandretta),1923,1936,Became colony of,220,France
2557,Ruhr,1923,1925,Occupied by,220,France
3351,Corfu,1923,1923,Occupied by,325,Italy
9760,Kingman Reef,1922,1993,Became Possession of,2,United States of America
460,German Togoland,1922,1993,Became part of,461,Togo
4070,Ascension I.,1922,1993,Became part of,4050,St. Helena
735,Far Eastern Republic,1922,1993,Became part of,365,Russia
7352,Vladivostok,1922,1993,Became part of,365,Russia
7220,Kiauchau,1922,1993,Became part of,710,China
6451,Iraq-Saudi Arabia Neutral Zone,1922,1993,Became neutral or demilitarized zone of,645,Iraq
5651,Walvis Bay,1922,1977,Became part of,565,Namibia
6901,Neutral Zone (Kuwait-Saudi Arabia),1922,1969,Became neutral or demilitarized zone of,690,Kuwait
565,South West Africa (German West Africa) (Namibia),1922,1966,mandated to,560,South Africa
515,Rwanda-Urundi,1922,1962,mandated to,211,Belgium
472,British Cameroons,1922,1961,mandated to,200,United Kingdom
510,Tanzania (Tanganyika) (German east Africa),1922,1961,mandated to,200,United Kingdom
461,Togo (French Togoland),1922,1960,mandated to,220,France
471,Cameroun (French Cameroons),1922,1960,mandated to,220,France
462,British Togoland,1922,1956,mandated to,200,United Kingdom
460,German Togoland,1922,1956,Became part of,462,British Togoland
2051,UK Bases in Ireland,1922,1938,Became Possession of,200,United Kingdom
6526,Latakia (Alaouites),1922,1936,Became colony of,220,France
6404,Adalia,1921,1993,Became part of,640,Turkey
6405,Dardanelles-Istanbul,1921,1993,Became part of,640,Turkey
674,Jabal Shammar,1921,1993,Became part of,670,Saudi Arabia
2553,Silesia Plebiscite Zone,1921,1993,Became part of,290,Poland
6303,Gilan,1921,1993,Became part of,630,Iran
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1921,1975,mandated to,900,Australia
435,Mauritania,1921,1960,Became colony of,220,France
2553,Silesia Plebiscite Zone,1921,1945,Became part of,255,Germany
6527,Jebel Druze,1921,1936,Became colony of,220,France
712,Mongolia,1921,1924,Occupied by,365,Russia
2553,Silesia Plebiscite Zone,1921,1921,Occupied by,9999,#N/D
6523,Rouad I.,1920,1993,Became part of,652,Syria
6524,Damascus,1920,1993,Became part of,652,Syria
6525,Aleppo,1920,1993,Became part of,652,Syria
6526,Latakia (Alaouites),1920,1993,Became part of,652,Syria
6527,Jebel Druze,1920,1993,Became part of,652,Syria
3364,North Ingermanland,1920,1993,Became part of,365,Russia
5011,Kenya Protectorate,1920,1993,Became part of,501,Kenya
3501,Western Thrace,1920,1993,Became part of,350,Greece
2482,Schleswig Plebiscite Zone,1920,1993,Became part of,390,Denmark
4832,Wadai,1920,1993,Became part of,483,Chad
3051,Klagenfurt Plebiscite Zone,1920,1993,Became part of,305,Austria
9004,Norfolk I.,1920,1993,Became colony of,900,Australia
3377,Mountaineers' Republic of the North Caucusus,1920,1992,Became part of,365,Russia
371,Armenia,1920,1991,Became part of,365,Russia
372,Georgia,1920,1991,Became part of,365,Russia
373,Azerbaijan,1920,1991,Became part of,365,Russia
3374,Batum,1920,1991,Became part of,365,Russia
7020,Bokhara,1920,1991,Became part of,365,Russia
7030,Khiva,1920,1991,Became part of,365,Russia
6452,Iraq Occupation Zone,1920,1991,Became part of,645,Iraq
6453,Iraq-Kuwait Demilitarized Zone,1920,1991,Became part of,645,Iraq
6454,Kurdistan Occupation Zone,1920,1991,Became part of,645,Iraq
5011,Kenya Protectorate,1920,1963,Became protectorate of,200,United Kingdom
990,Western Samoa,1920,1962,mandated to,920,New Zealand
483,Chad,1920,1960,Became colony of,220,France
911,Papua,1920,1949,Became colony of,900,Australia
3356,Castellorizo,1920,1947,Became part of,3353,Dodecanese Is. (Aegean Is.)
983,Marshall Is.,1920,1945,mandated to,740,Japan
2482,Schleswig Plebiscite Zone,1920,1945,Became part of,255,Germany
2551,Allenstein Plebiscite Zone,1920,1945,Became part of,255,Germany
2552,Marienwerder Plebiscite Zone,1920,1945,Became part of,255,Germany
980,U. S. Pacific Trust Territories,1920,1944,mandated to,740,Japan
369,Ukraine,1920,1941,Became part of,365,Russia
291,Danzig,1920,1939,mandated to,0,#N/D
6403,Hatay (Alexandretta),1920,1938,Became part of,652,Syria
645,Iraq (Mesopotamia),1920,1932,mandated to,200,United Kingdom
7107,Anhwei-Fukien,1920,1928,Became part of,7111,Manchuria
6524,Damascus,1920,1925,Became colony of,220,France
6525,Aleppo,1920,1925,Became colony of,220,France
652,Syria,1920,1923,Occupied by,220,France
6451,Iraq-Saudi Arabia Neutral Zone,1920,1922,Claimed by,670,Saudi Arabia
6901,Neutral Zone (Kuwait-Saudi Arabia),1920,1922,Claimed by,690,Kuwait
6451,Iraq-Saudi Arabia Neutral Zone,1920,1922,Claimed by,645,Iraq
6303,Gilan,1920,1921,Occupied by,365,Russia
2482,Schleswig Plebiscite Zone,1920,1920,Occupied by,9999,#N/D
2551,Allenstein Plebiscite Zone,1920,1920,Occupied by,9999,#N/D
2552,Marienwerder Plebiscite Zone,1920,1920,Occupied by,9999,#N/D
3051,Klagenfurt Plebiscite Zone,1920,1920,Occupied by,9999,#N/D
261,Saxe Weimar,1920,,Became part of,,Thuringia
262,Saxe Altenburg,1920,,Became part of,,Thuringia
266,Saxe Meiningen ,1920,,Became part of,,Thuringia
268,Schwarzburg Sonderhausen,1920,,Became part of,,Thuringia
270,Schwarzburg Rodolstadt,1920,,Became part of,,Thuringia
258,Reuss Older Line,1920,,Became part of,,Thuringia
259,Reuss Younger Line,1920,,Became part of,,Thuringia
264,Saxe Coburg,1920,,Became part of,,Bavaria
9202,Kermadec Is.,1919,1993,Became Possession of,920,New Zealand
9203,Chatham Is.,1919,1993,Became Possession of,920,New Zealand
9204,Bounty Is.,1919,1993,Became Possession of,920,New Zealand
9205,Auckland Is.,1919,1993,Became Possession of,920,New Zealand
9206,Campbell I.,1919,1993,Became Possession of,920,New Zealand
9006,Macquarie I.,1919,1993,Became Possession of,900,Australia
9007,Lord Howe I.,1919,1993,Became Possession of,900,Australia
3692,Northeren Russia,1919,1993,Became part of,365,Russia
5411,Kionga,1919,1993,Became part of,541,Mozambique
2111,Moresnet,1919,1993,Became part of,211,Belgium
3052,Vorarlberg,1919,1993,Became part of,305,Austria
3053,Tirol,1919,1993,Became part of,305,Austria
4711,Bamum (Bamoun),1919,1992,Became part of,471,Cameroon
5606,Prince Edward and Marion Is.,1919,1991,Became Possession of,560,South Africa
3694,Odessa,1919,1991,Became part of,365,Russia
6967,Ras al Khaimah,1919,1972,Became protectorate of,200,United Kingdom
470,Kamerun,1919,1960,Became part of,472,British Cameroons
9810,Caroline Is.,1919,1945,mandated to,740,Japan
9820,Mariana Is.,1919,1945,mandated to,740,Japan
3326,Venezia-Giulia,1919,1945,Became part of,325,Italy
326,Trieste,1919,1943,Became part of,325,Italy
970,Nauru,1919,1942,mandated to,900,Australia
3691,Western Ukraine,1919,1939,Became part of,290,Poland
439,Burkina Faso (Upper Volta),1919,1932,Became colony of,220,France
2556,Rhineland,1919,1930,Occupied by,200,United Kingdom
620,Libya (Tripolitania Cyrenaica Fezzan),1919,1928,Became part of,6202,Cyrenaica
6202,Cyrenaica,1919,1928,Became colony of,325,Italy
6203,Tripolitania,1919,1928,Became colony of,325,Italy
3346,Zadar (Zara),1919,1923,Occupied by,325,Italy
3363,Memel,1919,1923,mandated to,0,#N/D
472,British Cameroons,1919,1922,Occupied by,200,United Kingdom
471,Cameroun (French Cameroons),1919,1922,Occupied by,220,France
6405,Dardanelles-Istanbul,1919,1921,Occupied by,200,United Kingdom
6404,Adalia,1919,1921,Occupied by,325,Italy
712,Mongolia,1919,1921,Occupied by,710,China
3501,Western Thrace,1919,1920,Occupied by,200,United Kingdom
343,Macedonia Former Yugoslav Republic of,1918,1993,Became part of,345,Yugoslavia
348,Montenegro,1918,1993,Became part of,345,Yugoslavia
