currency,year,reporting,modified_currency
french franc,1866,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1867,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1868,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1869,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1870,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1871,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1872,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1873,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1874,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1875,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1876,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1877,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1878,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1879,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1880,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1881,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1882,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1883,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1884,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1885,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1886,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1887,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1888,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1889,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1890,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1891,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1892,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1893,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1894,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1895,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1896,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1897,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1898,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1899,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1900,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1901,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1902,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1903,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1904,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1905,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1906,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1907,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1908,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1909,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1910,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1911,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1912,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1913,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1925,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1926,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1927,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1928,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1929,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1930,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1931,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1932,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1933,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1934,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1935,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1936,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1937,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1938,"indochine (cochinchine, annam, tonkin)",french franc
french franc,1862,congo français,french franc
french franc,1863,congo français,french franc
french franc,1864,congo français,french franc
french franc,1865,congo français,french franc
french franc,1866,congo français,french franc
french franc,1867,congo français,french franc
french franc,1868,congo français,french franc
french franc,1869,congo français,french franc
french franc,1870,congo français,french franc
french franc,1871,congo français,french franc
french franc,1872,congo français,french franc
french franc,1873,congo français,french franc
french franc,1874,congo français,french franc
french franc,1875,congo français,french franc
french franc,1876,congo français,french franc
french franc,1877,congo français,french franc
french franc,1878,congo français,french franc
french franc,1879,congo français,french franc
french franc,1880,congo français,french franc
french franc,1881,congo français,french franc
french franc,1882,congo français,french franc
french franc,1883,congo français,french franc
french franc,1884,congo français,french franc
french franc,1885,congo français,french franc
french franc,1886,congo français,french franc
french franc,1887,congo français,french franc
french franc,1888,congo français,french franc
french franc,1889,congo français,french franc
french franc,1890,congo français,french franc
french franc,1891,congo français,french franc
french franc,1892,congo français,french franc
french franc,1893,congo français,french franc
french franc,1894,congo français,french franc
french franc,1895,congo français,french franc
french franc,1896,congo français,french franc
french franc,1897,congo français,french franc
french franc,1898,congo français,french franc
french franc,1899,congo français,french franc
french franc,1900,congo français,french franc
french franc,1901,congo français,french franc
french franc,1902,congo français,french franc
french franc,1903,congo français,french franc
french franc,1904,congo français,french franc
french franc,1905,congo français,french franc
french franc,1906,congo français,french franc
french franc,1907,congo français,french franc
french franc,1908,congo français,french franc
french franc,1909,congo français,french franc
french franc,1910,congo français,french franc
french franc,1911,congo français,french franc
french franc,1912,congo français,french franc
french franc,1913,congo français,french franc
french franc,1862,etablissements français de l'océanie,french franc
french franc,1863,etablissements français de l'océanie,french franc
french franc,1864,etablissements français de l'océanie,french franc
french franc,1865,etablissements français de l'océanie,french franc
french franc,1866,etablissements français de l'océanie,french franc
french franc,1867,etablissements français de l'océanie,french franc
french franc,1868,etablissements français de l'océanie,french franc
french franc,1869,etablissements français de l'océanie,french franc
french franc,1870,etablissements français de l'océanie,french franc
french franc,1871,etablissements français de l'océanie,french franc
french franc,1872,etablissements français de l'océanie,french franc
french franc,1873,etablissements français de l'océanie,french franc
french franc,1874,etablissements français de l'océanie,french franc
french franc,1875,etablissements français de l'océanie,french franc
french franc,1876,etablissements français de l'océanie,french franc
french franc,1877,etablissements français de l'océanie,french franc
french franc,1878,etablissements français de l'océanie,french franc
french franc,1879,etablissements français de l'océanie,french franc
french franc,1880,etablissements français de l'océanie,french franc
french franc,1881,etablissements français de l'océanie,french franc
french franc,1882,etablissements français de l'océanie,french franc
french franc,1883,etablissements français de l'océanie,french franc
french franc,1884,etablissements français de l'océanie,french franc
french franc,1885,etablissements français de l'océanie,french franc
french franc,1886,etablissements français de l'océanie,french franc
french franc,1887,etablissements français de l'océanie,french franc
french franc,1888,etablissements français de l'océanie,french franc
french franc,1889,etablissements français de l'océanie,french franc
french franc,1890,etablissements français de l'océanie,french franc
french franc,1891,etablissements français de l'océanie,french franc
french franc,1892,etablissements français de l'océanie,french franc
french franc,1893,etablissements français de l'océanie,french franc
french franc,1894,etablissements français de l'océanie,french franc
french franc,1895,etablissements français de l'océanie,french franc
french franc,1896,etablissements français de l'océanie,french franc
french franc,1897,etablissements français de l'océanie,french franc
french franc,1898,etablissements français de l'océanie,french franc
french franc,1899,etablissements français de l'océanie,french franc
french franc,1900,etablissements français de l'océanie,french franc
french franc,1901,etablissements français de l'océanie,french franc
french franc,1902,etablissements français de l'océanie,french franc
french franc,1903,etablissements français de l'océanie,french franc
french franc,1904,etablissements français de l'océanie,french franc
french franc,1905,etablissements français de l'océanie,french franc
french franc,1906,etablissements français de l'océanie,french franc
french franc,1907,etablissements français de l'océanie,french franc
french franc,1908,etablissements français de l'océanie,french franc
french franc,1909,etablissements français de l'océanie,french franc
french franc,1910,etablissements français de l'océanie,french franc
french franc,1911,etablissements français de l'océanie,french franc
french franc,1912,etablissements français de l'océanie,french franc
french franc,1913,etablissements français de l'océanie,french franc
french franc,1925,etablissements français de l'océanie,french franc
french franc,1926,etablissements français de l'océanie,french franc
french franc,1927,etablissements français de l'océanie,french franc
french franc,1928,etablissements français de l'océanie,french franc
french franc,1892,benin (dahomey),french franc
french franc,1893,benin (dahomey),french franc
french franc,1894,benin (dahomey),french franc
french franc,1895,benin (dahomey),french franc
french franc,1896,benin (dahomey),french franc
french franc,1897,benin (dahomey),french franc
french franc,1898,benin (dahomey),french franc
french franc,1899,benin (dahomey),french franc
french franc,1900,benin (dahomey),french franc
french franc,1901,benin (dahomey),french franc
french franc,1902,benin (dahomey),french franc
french franc,1903,benin (dahomey),french franc
french franc,1904,benin (dahomey),french franc
french franc,1905,benin (dahomey),french franc
french franc,1925,nouvelles-hébrides,french franc
french franc,1926,nouvelles-hébrides,french franc
french franc,1927,nouvelles-hébrides,french franc
french franc,1928,nouvelles-hébrides,french franc
french franc,1929,nouvelles-hébrides,french franc
french franc,1930,nouvelles-hébrides,french franc
french franc,1931,nouvelles-hébrides,french franc
french franc,1932,nouvelles-hébrides,french franc
french franc,1933,nouvelles-hébrides,french franc
french franc,1934,nouvelles-hébrides,french franc
french franc,1935,nouvelles-hébrides,french franc
french franc,1936,nouvelles-hébrides,french franc
french franc,1937,nouvelles-hébrides,french franc
french franc,1938,nouvelles-hébrides,french franc
french franc,1884,guinée,french franc
french franc,1885,guinée,french franc
french franc,1886,guinée,french franc
french franc,1887,guinée,french franc
french franc,1888,guinée,french franc
french franc,1889,guinée,french franc
french franc,1890,guinée,french franc
french franc,1891,guinée,french franc
french franc,1892,guinée,french franc
french franc,1893,guinée,french franc
french franc,1894,guinée,french franc
french franc,1895,guinée,french franc
french franc,1896,guinée,french franc
french franc,1897,guinée,french franc
french franc,1898,guinée,french franc
french franc,1899,guinée,french franc
french franc,1900,guinée,french franc
french franc,1901,guinée,french franc
french franc,1902,guinée,french franc
french franc,1903,guinée,french franc
french franc,1904,guinée,french franc
french franc,1905,guinée,french franc
french franc,1906,guinée,french franc
french franc,1907,guinée,french franc
french franc,1908,guinée,french franc
french franc,1909,guinée,french franc
french franc,1910,guinée,french franc
french franc,1911,guinée,french franc
french franc,1912,guinée,french franc
french franc,1913,guinée,french franc
french franc,1925,guinée,french franc
french franc,1926,guinée,french franc
french franc,1927,guinée,french franc
french franc,1928,guinée,french franc
french franc,1863,mayotte,french franc
french franc,1864,mayotte,french franc
french franc,1865,mayotte,french franc
french franc,1866,mayotte,french franc
french franc,1867,mayotte,french franc
french franc,1868,mayotte,french franc
french franc,1869,mayotte,french franc
french franc,1870,mayotte,french franc
french franc,1871,mayotte,french franc
french franc,1872,mayotte,french franc
french franc,1873,mayotte,french franc
french franc,1874,mayotte,french franc
french franc,1875,mayotte,french franc
french franc,1876,mayotte,french franc
french franc,1877,mayotte,french franc
french franc,1878,mayotte,french franc
french franc,1879,mayotte,french franc
french franc,1880,mayotte,french franc
french franc,1881,mayotte,french franc
french franc,1882,mayotte,french franc
french franc,1883,mayotte,french franc
french franc,1884,mayotte,french franc
french franc,1885,mayotte,french franc
french franc,1886,mayotte,french franc
french franc,1887,mayotte,french franc
french franc,1888,mayotte,french franc
french franc,1889,mayotte,french franc
french franc,1890,mayotte,french franc
french franc,1891,mayotte,french franc
french franc,1892,mayotte,french franc
french franc,1893,mayotte,french franc
french franc,1894,mayotte,french franc
french franc,1895,mayotte,french franc
french franc,1896,mayotte,french franc
french franc,1897,mayotte,french franc
french franc,1898,mayotte,french franc
french franc,1899,mayotte,french franc
french franc,1900,mayotte,french franc
french franc,1901,mayotte,french franc
french franc,1902,mayotte,french franc
french franc,1903,mayotte,french franc
french franc,1904,mayotte,french franc
french franc,1905,mayotte,french franc
french franc,1906,mayotte,french franc
french franc,1907,mayotte,french franc
french franc,1908,mayotte,french franc
french franc,1909,mayotte,french franc
french franc,1910,mayotte,french franc
french franc,1911,mayotte,french franc
french franc,1912,mayotte,french franc
french franc,1871,madagascar,french franc
french franc,1872,madagascar,french franc
french franc,1873,madagascar,french franc
french franc,1874,madagascar,french franc
french franc,1875,madagascar,french franc
french franc,1876,madagascar,french franc
french franc,1877,madagascar,french franc
french franc,1878,madagascar,french franc
french franc,1879,madagascar,french franc
french franc,1880,madagascar,french franc
french franc,1881,madagascar,french franc
french franc,1882,madagascar,french franc
french franc,1883,madagascar,french franc
french franc,1884,madagascar,french franc
french franc,1885,madagascar,french franc
french franc,1886,madagascar,french franc
french franc,1887,madagascar,french franc
french franc,1888,madagascar,french franc
french franc,1889,madagascar,french franc
french franc,1890,madagascar,french franc
french franc,1891,madagascar,french franc
french franc,1892,madagascar,french franc
french franc,1893,madagascar,french franc
french franc,1894,madagascar,french franc
french franc,1895,madagascar,french franc
french franc,1896,madagascar,french franc
french franc,1897,madagascar,french franc
french franc,1898,madagascar,french franc
french franc,1899,madagascar,french franc
french franc,1900,madagascar,french franc
french franc,1901,madagascar,french franc
french franc,1902,madagascar,french franc
french franc,1903,madagascar,french franc
french franc,1904,madagascar,french franc
french franc,1905,madagascar,french franc
french franc,1906,madagascar,french franc
french franc,1907,madagascar,french franc
french franc,1908,madagascar,french franc
french franc,1909,madagascar,french franc
french franc,1910,madagascar,french franc
french franc,1911,madagascar,french franc
french franc,1912,madagascar,french franc
french franc,1913,madagascar,french franc
french franc,1925,madagascar,french franc
french franc,1926,madagascar,french franc
french franc,1927,madagascar,french franc
french franc,1928,madagascar,french franc
french franc,1929,madagascar,french franc
french franc,1930,madagascar,french franc
french franc,1931,madagascar,french franc
french franc,1932,madagascar,french franc
french franc,1933,madagascar,french franc
french franc,1934,madagascar,french franc
french franc,1935,madagascar,french franc
french franc,1936,madagascar,french franc
french franc,1937,madagascar,french franc
french franc,1938,madagascar,french franc
french franc,1899,côte des somalis,french franc
french franc,1900,côte des somalis,french franc
french franc,1901,côte des somalis,french franc
french franc,1902,côte des somalis,french franc
french franc,1903,côte des somalis,french franc
french franc,1904,côte des somalis,french franc
french franc,1905,côte des somalis,french franc
french franc,1906,côte des somalis,french franc
french franc,1907,côte des somalis,french franc
french franc,1908,côte des somalis,french franc
french franc,1909,côte des somalis,french franc
french franc,1910,côte des somalis,french franc
french franc,1911,côte des somalis,french franc
french franc,1912,côte des somalis,french franc
french franc,1913,côte des somalis,french franc
french franc,1925,côte des somalis,french franc
french franc,1926,côte des somalis,french franc
french franc,1927,côte des somalis,french franc
french franc,1928,côte des somalis,french franc
french franc,1929,côte des somalis,french franc
french franc,1930,côte des somalis,french franc
french franc,1931,côte des somalis,french franc
french franc,1932,côte des somalis,french franc
french franc,1933,côte des somalis,french franc
french franc,1934,côte des somalis,french franc
french franc,1935,côte des somalis,french franc
french franc,1936,côte des somalis,french franc
french franc,1937,côte des somalis,french franc
french franc,1938,côte des somalis,french franc
french franc,1884,nossi-bé,french franc
french franc,1885,nossi-bé,french franc
french franc,1886,nossi-bé,french franc
french franc,1887,nossi-bé,french franc
french franc,1888,nossi-bé,french franc
french franc,1889,nossi-bé,french franc
french franc,1890,nossi-bé,french franc
french franc,1891,nossi-bé,french franc
french franc,1892,nossi-bé,french franc
french franc,1893,nossi-bé,french franc
french franc,1894,nossi-bé,french franc
french franc,1895,nossi-bé,french franc
french franc,1898,gabon,french franc
french franc,1899,gabon,french franc
french franc,1900,gabon,french franc
french franc,1901,gabon,french franc
french franc,1902,gabon,french franc
french franc,1903,gabon,french franc
french franc,1904,gabon,french franc
french franc,1905,gabon,french franc
french franc,1906,gabon,french franc
french franc,1907,gabon,french franc
french franc,1908,gabon,french franc
french franc,1909,gabon,french franc
french franc,1910,gabon,french franc
french franc,1911,gabon,french franc
french franc,1912,gabon,french franc
french franc,1913,gabon,french franc
francs or,1924,albanie,albanian gold franc
francs or,1925,albanie,albanian gold franc
francs,1924,algérie,french franc
pesos oro,1924,argentine,argentine gold peso
pesos oro,1925,argentine,argentine gold peso
schillinge,1924,autriche,austrian schilling
schillinge,1925,autriche,austrian schilling
francs,1924,belgique,belgian franc
francs,1925,belgique,belgian franc
bolivianos,1924,bolivie,bolivian boliviano
bolivianos,1925,bolivie,bolivian boliviano
livres,1924,brésil,sterling pound
livres,1925,brésil,sterling pound
leva,1924,bulgarie,bulgarian lev
leva,1925,bulgarie,bulgarian lev
dollars,1924,canada,canadian dollar
dollars,1925,canada,canadian dollar
pesos de 18 d,1924,chili,chilean gold peso
pesos de 18 d,1925,chili,chilean gold peso
haikwan taels,1924,chine,chinese haikwan tael
haikwan taels,1925,chine,chinese haikwan tael
pesos oro,1924,colombie,colombian peso
pesos oro,1925,colombie,colombian peso
colones,1924,costa rica,costa rican colon
colones,1925,costa rica,costa rican colon
pesos,1924,cuba,cuban peso
pesos,1925,cuba,cuban peso
kroner,1924,danemark,danish krone
kroner,1925,danemark,danish krone
dollars e.-u.,1924,république dominicaine,us dollar
dollars e.-u.,1925,république dominicaine,us dollar
livres égyptiennes,1924,egypte,egyptian pound
livres égyptiennes,1925,egypte,egyptian pound
sucres,1924,equateur,ecuador sucre
sucres,1925,equateur,ecuador sucre
french franc,1831,algeria,french franc
french franc,1832,algeria,french franc
french franc,1833,algeria,french franc
french franc,1834,algeria,french franc
french franc,1835,algeria,french franc
french franc,1836,algeria,french franc
french franc,1837,algeria,french franc
french franc,1838,algeria,french franc
french franc,1839,algeria,french franc
french franc,1840,algeria,french franc
french franc,1841,algeria,french franc
french franc,1842,algeria,french franc
french franc,1843,algeria,french franc
french franc,1844,algeria,french franc
french franc,1845,algeria,french franc
french franc,1846,algeria,french franc
french franc,1847,algeria,french franc
french franc,1848,algeria,french franc
french franc,1849,algeria,french franc
french franc,1850,algeria,french franc
french franc,1851,algeria,french franc
french franc,1852,algeria,french franc
french franc,1853,algeria,french franc
french franc,1854,algeria,french franc
french franc,1855,algeria,french franc
french franc,1856,algeria,french franc
french franc,1857,algeria,french franc
french franc,1858,algeria,french franc
french franc,1859,algeria,french franc
french franc,1860,algeria,french franc
french franc,1861,algeria,french franc
french franc,1862,algeria,french franc
french franc,1863,algeria,french franc
french franc,1864,algeria,french franc
french franc,1865,algeria,french franc
french franc,1866,algeria,french franc
french franc,1867,algeria,french franc
french franc,1868,algeria,french franc
french franc,1869,algeria,french franc
french franc,1870,algeria,french franc
french franc,1871,algeria,french franc
french franc,1872,algeria,french franc
french franc,1873,algeria,french franc
french franc,1874,algeria,french franc
french franc,1875,algeria,french franc
french franc,1876,algeria,french franc
french franc,1877,algeria,french franc
french franc,1878,algeria,french franc
french franc,1879,algeria,french franc
angolares/escudos,1891,angola,portuguese escudo
angolares/escudos,1892,angola,portuguese escudo
angolares/escudos,1893,angola,portuguese escudo
angolares/escudos,1894,angola,portuguese escudo
angolares/escudos,1895,angola,portuguese escudo
angolares/escudos,1896,angola,portuguese escudo
angolares/escudos,1897,angola,portuguese escudo
angolares/escudos,1898,angola,portuguese escudo
angolares/escudos,1899,angola,portuguese escudo
angolares/escudos,1900,angola,portuguese escudo
angolares/escudos,1901,angola,portuguese escudo
angolares/escudos,1902,angola,portuguese escudo
angolares/escudos,1903,angola,portuguese escudo
angolares/escudos,1904,angola,portuguese escudo
angolares/escudos,1905,angola,portuguese escudo
angolares/escudos,1906,angola,portuguese escudo
angolares/escudos,1907,angola,portuguese escudo
angolares/escudos,1908,angola,portuguese escudo
angolares/escudos,1909,angola,portuguese escudo
angolares/escudos,1910,angola,portuguese escudo
angolares/escudos,1911,angola,portuguese escudo
angolares/escudos,1912,angola,portuguese escudo
angolares/escudos,1913,angola,portuguese escudo
angolares/escudos,1914,angola,portuguese escudo
angolares/escudos,1918,angola,angolan escudo
angolares/escudos,1924,angola,angolan escudo
angolares/escudos,1925,angola,angolan escudo
angolares/escudos,1926,angola,angolan escudo
angolares/escudos,1927,angola,angolan escudo
angolares/escudos,1928,angola,angolan angolar
angolares/escudos,1929,angola,angolan angolar
angolares/escudos,1930,angola,angolan angolar
angolares/escudos,1931,angola,angolan angolar
angolares/escudos,1932,angola,angolan angolar
angolares/escudos,1933,angola,angolan angolar
angolares/escudos,1934,angola,angolan angolar
angolares/escudos,1935,angola,angolan angolar
angolares/escudos,1936,angola,angolan angolar
angolares/escudos,1937,angola,angolan angolar
angolares/escudos,1938,angola,angolan angolar
austria-hungary krone,1831,austria-hungary,austria-hungary krone
austria-hungary krone,1832,austria-hungary,austria-hungary krone
austria-hungary krone,1833,austria-hungary,austria-hungary krone
austria-hungary krone,1834,austria-hungary,austria-hungary krone
austria-hungary krone,1835,austria-hungary,austria-hungary krone
austria-hungary krone,1836,austria-hungary,austria-hungary krone
austria-hungary krone,1837,austria-hungary,austria-hungary krone
austria-hungary krone,1838,austria-hungary,austria-hungary krone
austria-hungary krone,1839,austria-hungary,austria-hungary krone
austria-hungary krone,1845,austria-hungary,austria-hungary krone
austria-hungary krone,1846,austria-hungary,austria-hungary krone
austria-hungary krone,1847,austria-hungary,austria-hungary krone
austria-hungary krone,1848,austria-hungary,austria-hungary krone
austria-hungary krone,1849,austria-hungary,austria-hungary krone
austria-hungary krone,1850,austria-hungary,austria-hungary krone
austria-hungary krone,1851,austria-hungary,austria-hungary krone
austria-hungary krone,1852,austria-hungary,austria-hungary krone
austria-hungary krone,1853,austria-hungary,austria-hungary krone
sterling pound,1832,barbados,sterling pound
sterling pound,1833,barbados,sterling pound
sterling pound,1834,barbados,sterling pound
sterling pound,1835,barbados,sterling pound
sterling pound,1836,barbados,sterling pound
sterling pound,1837,barbados,sterling pound
sterling pound,1838,barbados,sterling pound
sterling pound,1839,barbados,sterling pound
sterling pound,1840,barbados,sterling pound
sterling pound,1841,barbados,sterling pound
sterling pound,1842,barbados,sterling pound
sterling pound,1843,barbados,sterling pound
sterling pound,1844,barbados,sterling pound
sterling pound,1845,barbados,sterling pound
sterling pound,1846,barbados,sterling pound
sterling pound,1847,barbados,sterling pound
sterling pound,1848,barbados,sterling pound
sterling pound,1849,barbados,sterling pound
brazilian milreis,1821,brazil,brazilian milreis
brazilian milreis,1822,brazil,brazilian milreis
brazilian milreis,1823,brazil,brazilian milreis
brazilian milreis,1824,brazil,brazilian milreis
brazilian milreis,1825,brazil,brazilian milreis
brazilian milreis,1826,brazil,brazilian milreis
brazilian milreis,1827,brazil,brazilian milreis
brazilian milreis,1828,brazil,brazilian milreis
brazilian milreis,1829,brazil,brazilian milreis
brazilian milreis,1830,brazil,brazilian milreis
rupees,1887,british somaliland,indian rupee
rupees,1888,british somaliland,indian rupee
rupees,1889,british somaliland,indian rupee
rupees,1890,british somaliland,indian rupee
brunei dollars,1911,brunei,straits settlements dollar
brunei dollars,1912,brunei,straits settlements dollar
brunei dollars,1913,brunei,straits settlements dollar
brunei dollars,1914,brunei,straits settlements dollar
brunei dollars,1915,brunei,straits settlements dollar
brunei dollars,1916,brunei,straits settlements dollar
brunei dollars,1917,brunei,straits settlements dollar
brunei dollars,1918,brunei,straits settlements dollar
brunei dollars,1919,brunei,straits settlements dollar
brunei dollars,1920,brunei,straits settlements dollar
brunei dollars,1921,brunei,straits settlements dollar
brunei dollars,1922,brunei,straits settlements dollar
brunei dollars,1923,brunei,straits settlements dollar
brunei dollars,1924,brunei,straits settlements dollar
brunei dollars,1925,brunei,straits settlements dollar
brunei dollars,1926,brunei,straits settlements dollar
brunei dollars,1927,brunei,straits settlements dollar
brunei dollars,1928,brunei,straits settlements dollar
brunei dollars,1929,brunei,straits settlements dollar
brunei dollars,1930,brunei,straits settlements dollar
brunei dollars,1931,brunei,straits settlements dollar
brunei dollars,1932,brunei,straits settlements dollar
brunei dollars,1933,brunei,straits settlements dollar
brunei dollars,1934,brunei,straits settlements dollar
brunei dollars,1935,brunei,straits settlements dollar
brunei dollars,1936,brunei,straits settlements dollar
brunei dollars,1937,brunei,straits settlements dollar
brunei dollars,1938,brunei,straits settlements dollar
sterling pound,1826,cape of good hope,sterling pound
sterling pound,1827,cape of good hope,sterling pound
sterling pound,1828,cape of good hope,sterling pound
sterling pound,1829,cape of good hope,sterling pound
sterling pound,1830,cape of good hope,sterling pound
sterling pound,1831,cape of good hope,sterling pound
sterling pound,1832,cape of good hope,sterling pound
sterling pound,1833,cape of good hope,sterling pound
sterling pound,1834,cape of good hope,sterling pound
sterling pound,1835,cape of good hope,sterling pound
sterling pound,1836,cape of good hope,sterling pound
sterling pound,1837,cape of good hope,sterling pound
sterling pound,1838,cape of good hope,sterling pound
sterling pound,1839,cape of good hope,sterling pound
sterling pound,1840,cape of good hope,sterling pound
sterling pound,1841,cape of good hope,sterling pound
sterling pound,1842,cape of good hope,sterling pound
sterling pound,1843,cape of good hope,sterling pound
sterling pound,1844,cape of good hope,sterling pound
sterling pound,1845,cape of good hope,sterling pound
sterling pound,1846,cape of good hope,sterling pound
sterling pound,1847,cape of good hope,sterling pound
sterling pound,1848,cape of good hope,sterling pound
sterling pound,1849,cape of good hope,sterling pound
netherlands guilder,1887,netherlands antilles,netherlands guilder
netherlands guilder,1888,netherlands antilles,netherlands guilder
netherlands guilder,1889,netherlands antilles,netherlands guilder
netherlands guilder,1890,netherlands antilles,netherlands guilder
netherlands guilder,1891,netherlands antilles,netherlands guilder
netherlands guilder,1892,netherlands antilles,netherlands guilder
netherlands guilder,1893,netherlands antilles,netherlands guilder
netherlands guilder,1894,netherlands antilles,netherlands guilder
netherlands guilder,1895,netherlands antilles,netherlands guilder
netherlands guilder,1896,netherlands antilles,netherlands guilder
netherlands guilder,1897,netherlands antilles,netherlands guilder
netherlands guilder,1898,netherlands antilles,netherlands guilder
sterling pound,1880,cyprus,sterling pound
sterling pound,1881,cyprus,sterling pound
sterling pound,1882,cyprus,sterling pound
sterling pound,1883,cyprus,sterling pound
sterling pound,1884,cyprus,sterling pound
sterling pound,1885,cyprus,sterling pound
sterling pound,1886,cyprus,sterling pound
sterling pound,1887,cyprus,sterling pound
danish krone,1850,denmark,danish krone
danish krone,1851,denmark,danish krone
danish krone,1852,denmark,danish krone
danish krone,1853,denmark,danish krone
danish krone,1854,denmark,danish krone
danish krone,1855,denmark,danish krone
danish krone,1856,denmark,danish krone
danish krone,1857,denmark,danish krone
danish krone,1858,denmark,danish krone
danish krone,1859,denmark,danish krone
danish krone,1860,denmark,danish krone
danish krone,1861,denmark,danish krone
danish krone,1862,denmark,danish krone
danish krone,1863,denmark,danish krone
danish krone,1864,denmark,danish krone
danish krone,1865,denmark,danish krone
danish krone,1866,denmark,danish krone
danish krone,1867,denmark,danish krone
danish krone,1868,denmark,danish krone
danish krone,1869,denmark,danish krone
sterling pound,1835,gambia,sterling pound
sterling pound,1836,gambia,sterling pound
sterling pound,1837,gambia,sterling pound
sterling pound,1838,gambia,sterling pound
sterling pound,1839,gambia,sterling pound
sterling pound,1840,gambia,sterling pound
sterling pound,1841,gambia,sterling pound
sterling pound,1842,gambia,sterling pound
sterling pound,1843,gambia,sterling pound
sterling pound,1844,gambia,sterling pound
sterling pound,1845,gambia,sterling pound
sterling pound,1846,gambia,sterling pound
sterling pound,1847,gambia,sterling pound
sterling pound,1848,gambia,sterling pound
sterling pound,1849,gambia,sterling pound
sterling pound,1850,ghana,sterling pound
sterling pound,1851,ghana,sterling pound
sterling pound,1852,ghana,sterling pound
sterling pound,1853,ghana,sterling pound
sterling pound,1854,ghana,sterling pound
sterling pound,1855,ghana,sterling pound
sterling pound,1856,ghana,sterling pound
sterling pound,1857,ghana,sterling pound
sterling pound,1858,ghana,sterling pound
sterling pound,1859,ghana,sterling pound
sterling pound,1860,ghana,sterling pound
portuguese escudo,1900,guinea bissau,portuguese escudo
portuguese escudo,1901,guinea bissau,portuguese escudo
portuguese escudo,1902,guinea bissau,portuguese escudo
portuguese escudo,1903,guinea bissau,portuguese escudo
portuguese escudo,1904,guinea bissau,portuguese escudo
portuguese escudo,1905,guinea bissau,portuguese escudo
portuguese escudo,1906,guinea bissau,portuguese escudo
portuguese escudo,1907,guinea bissau,portuguese escudo
portuguese escudo,1908,guinea bissau,portuguese escudo
portuguese escudo,1909,guinea bissau,portuguese escudo
portuguese escudo,1910,guinea bissau,portuguese escudo
